Emp ID,satisfaction_level,last_evaluation,number_project,average_montly_hours,time_spend_company,Work_accident,promotion_last_5years,dept,salary,status
2471,0.62,0.72,5,180,3,0,0,accounting,low,exist
2472,0.53,0.69,4,216,2,0,0,hr,low,exist
2473,0.97,0.63,3,133,3,0,0,hr,low,exist
2474,0.48,0.53,4,271,3,0,0,hr,low,exist
2475,0.5,0.55,4,148,3,1,0,hr,low,exist
2476,0.32,0.42,2,99,4,0,0,technical,low,exist
2477,0.58,0.77,4,196,2,1,0,technical,low,exist
2478,0.81,0.83,3,196,2,0,0,technical,low,exist
2479,0.48,0.84,4,228,3,0,0,technical,medium,exist
2480,0.96,0.88,4,165,2,0,0,technical,medium,exist
2481,0.56,0.9,3,235,2,0,0,technical,medium,exist
2482,0.63,0.96,4,167,2,0,0,technical,medium,exist
2483,0.21,0.5,5,255,5,0,0,technical,medium,exist
2484,0.94,0.78,3,184,3,1,0,technical,medium,exist
2485,0.94,0.89,4,239,3,0,0,technical,medium,exist
2486,0.96,0.54,3,153,2,0,0,technical,medium,exist
2487,0.49,0.5,4,187,5,1,0,support,medium,exist
2488,0.82,0.68,2,285,2,0,0,support,medium,exist
2489,0.6,0.5,3,274,3,0,0,support,medium,exist
2490,0.76,0.5,3,156,3,1,0,support,medium,exist
2491,0.69,0.64,5,265,2,1,0,support,high,exist
2492,1.0,0.94,4,144,3,0,0,support,low,exist
2493,0.62,0.66,4,143,3,0,0,support,medium,exist
2494,0.4,0.99,4,214,6,1,0,support,medium,exist
2495,0.94,0.91,3,163,3,0,0,support,medium,exist
2496,0.76,0.84,4,236,4,0,0,support,medium,exist
2497,0.58,0.69,3,146,4,0,0,support,low,exist
2498,0.85,0.78,4,106,2,0,0,technical,low,exist
2499,0.45,0.52,2,105,3,0,0,technical,low,exist
2500,0.13,0.67,3,181,4,0,0,technical,low,exist
2501,0.24,0.5,5,174,4,0,0,management,low,exist
2502,0.64,0.69,3,207,2,1,0,IT,low,exist
2503,0.63,0.61,6,118,2,0,0,IT,low,exist
2504,0.61,0.99,4,251,2,0,0,IT,low,exist
2505,0.71,0.99,2,136,3,0,0,IT,low,exist
2506,0.9,0.89,5,249,3,1,0,IT,low,exist
2507,0.17,0.76,4,171,5,0,0,product_mng,low,exist
2508,0.93,0.97,3,256,2,1,0,product_mng,low,exist
2509,0.83,0.89,5,141,3,1,0,product_mng,low,exist
2510,0.58,0.75,4,186,2,0,0,product_mng,low,exist
2511,0.76,0.5,3,258,3,0,0,IT,low,exist
2512,0.5,0.78,3,228,2,0,0,RandD,low,exist
2513,0.22,0.81,5,205,4,0,0,RandD,low,exist
2514,0.9,0.88,4,174,3,0,0,RandD,low,exist
2515,0.7,0.63,3,155,4,1,0,RandD,low,exist
2516,0.73,0.85,5,245,3,0,0,RandD,low,exist
2517,0.84,0.87,3,271,3,0,0,marketing,low,exist
2518,0.55,0.63,5,184,4,0,0,marketing,medium,exist
2519,0.63,0.98,4,175,2,0,0,sales,medium,exist
2520,0.51,0.92,3,224,3,0,0,accounting,medium,exist
2521,0.81,0.76,4,177,3,0,0,support,medium,exist
2522,0.8,0.96,4,268,3,0,0,technical,medium,exist
2523,0.99,0.97,4,208,3,0,0,management,medium,exist
2524,0.9,0.87,5,219,2,0,0,marketing,medium,exist
2525,0.65,0.67,5,128,5,0,0,marketing,medium,exist
2526,0.75,0.75,3,273,3,0,0,marketing,medium,exist
2527,0.62,0.49,4,218,4,0,0,sales,medium,exist
2528,0.61,0.63,5,230,3,0,0,sales,medium,exist
2529,0.24,0.6,4,195,5,0,0,sales,medium,exist
2530,0.71,0.63,3,254,3,1,0,sales,high,exist
2531,0.49,0.8,2,275,2,0,0,sales,low,exist
2532,0.44,0.66,3,162,2,0,0,sales,medium,exist
2533,0.75,0.87,4,193,3,0,0,sales,medium,exist
2534,0.74,0.84,3,239,4,0,0,sales,medium,exist
2535,0.62,0.87,5,149,3,0,0,sales,medium,exist
2536,0.51,0.58,3,155,3,0,0,sales,low,exist
2537,0.61,0.59,5,271,2,0,0,sales,low,exist
2538,0.56,0.49,5,163,3,0,0,sales,low,exist
2539,0.79,0.76,3,160,3,0,0,sales,low,exist
2540,0.68,0.75,6,274,5,0,0,sales,low,exist
2541,0.9,0.84,2,199,3,0,0,sales,low,exist
2542,0.83,0.93,5,241,3,0,0,sales,low,exist
2543,0.94,0.82,3,187,3,0,0,sales,low,exist
2544,0.21,0.65,5,223,3,1,0,sales,low,exist
2545,0.58,0.87,3,268,2,0,0,sales,low,exist
2546,0.52,0.38,6,169,3,0,0,accounting,low,exist
2547,0.18,0.67,5,285,5,0,0,accounting,low,exist
2548,0.94,0.91,5,254,3,0,0,accounting,low,exist
2549,0.69,0.5,3,208,4,0,0,hr,low,exist
2550,0.65,0.83,4,218,3,0,0,hr,low,exist
2551,0.46,0.62,2,187,3,0,0,hr,low,exist
2552,0.72,0.62,4,256,3,0,0,hr,low,exist
2553,0.3,0.37,6,278,3,0,0,technical,low,exist
2554,0.51,0.51,4,204,2,0,0,technical,low,exist
2555,0.43,0.75,3,108,2,0,0,technical,low,exist
2556,0.56,0.94,3,226,2,0,0,technical,low,exist
2557,0.63,0.91,4,246,3,0,0,technical,medium,exist
2558,0.61,0.55,5,260,3,0,0,technical,medium,exist
2559,0.53,0.73,4,248,2,0,0,technical,medium,exist
2560,0.87,0.75,3,132,3,0,0,technical,medium,exist
2561,0.68,0.7,4,185,4,0,0,technical,medium,exist
2562,0.78,0.84,3,269,2,0,0,technical,medium,exist
2563,0.49,0.95,4,156,2,0,0,technical,medium,exist
2564,0.96,0.81,3,212,3,0,0,support,medium,exist
2565,0.83,0.74,3,221,2,0,0,support,medium,exist
2566,0.48,0.67,5,273,3,0,0,support,medium,exist
2567,0.63,0.86,4,271,3,1,0,support,medium,exist
2568,0.87,0.38,4,183,5,0,0,support,medium,exist
2569,0.21,0.9,4,271,6,0,0,support,high,exist
2570,0.79,0.58,5,165,3,0,0,support,low,exist
2571,0.8,0.96,3,257,5,0,0,support,medium,exist
2572,0.78,0.82,4,143,3,0,0,support,medium,exist
2573,0.67,0.65,5,156,2,0,0,support,medium,exist
2574,0.67,0.71,3,190,3,1,0,support,medium,exist
2575,0.26,0.67,2,242,6,0,0,technical,low,exist
2576,0.89,0.83,5,267,4,0,0,technical,low,exist
2577,0.7,0.53,4,152,3,0,0,technical,low,exist
2578,0.51,0.48,5,136,4,0,0,management,low,exist
2579,0.53,0.88,3,157,3,0,0,IT,low,exist
2580,0.76,0.51,4,281,3,0,0,IT,low,exist
2581,0.86,0.93,5,208,2,0,0,IT,low,exist
2582,0.63,0.96,5,152,3,0,0,IT,low,exist
2583,0.58,0.86,5,271,3,0,0,IT,low,exist
2584,0.58,0.83,4,163,3,1,0,product_mng,low,exist
2585,0.9,0.82,4,136,3,0,0,product_mng,low,exist
2586,0.79,0.57,4,233,2,0,0,product_mng,low,exist
2587,0.8,0.74,4,221,4,0,0,product_mng,low,exist
2588,0.53,0.65,2,189,2,1,0,IT,low,exist
2589,0.52,0.84,2,226,3,0,0,RandD,low,exist
2590,0.82,0.59,5,201,3,0,0,RandD,low,exist
2591,0.68,0.9,2,133,4,0,0,RandD,low,exist
2592,0.21,0.61,3,173,2,0,0,RandD,low,exist
2593,0.81,0.5,4,152,3,1,0,RandD,low,exist
2594,0.57,0.9,3,256,4,0,0,RandD,low,exist
2595,0.99,0.72,3,119,2,1,0,marketing,low,exist
2596,0.9,1.0,4,207,3,0,0,sales,medium,exist
2597,0.76,0.64,3,189,3,0,0,accounting,medium,exist
2598,0.56,0.92,4,172,2,0,0,support,medium,exist
2599,0.5,0.93,6,150,3,1,0,technical,medium,exist
2600,0.48,0.89,5,179,3,0,0,management,medium,exist
2601,0.99,0.97,3,257,2,0,0,marketing,medium,exist
2602,0.76,0.8,5,229,2,0,0,marketing,medium,exist
2603,0.93,0.97,4,227,3,0,0,marketing,medium,exist
2604,0.99,0.78,4,140,3,0,0,sales,medium,exist
2605,0.85,0.78,4,251,3,0,0,sales,medium,exist
2606,0.63,0.95,4,137,3,0,0,sales,medium,exist
2607,0.63,0.78,3,153,3,1,0,sales,medium,exist
2608,0.5,0.65,5,242,3,0,0,sales,high,exist
2609,0.52,0.57,3,150,3,0,0,sales,low,exist
2610,0.63,0.99,3,247,3,0,0,sales,medium,exist
2611,0.78,0.5,4,212,2,0,0,sales,medium,exist
2612,0.98,0.53,3,234,3,0,0,sales,medium,exist
2613,0.14,1.0,5,174,5,0,0,sales,medium,exist
2614,0.7,0.9,3,225,2,0,0,sales,low,exist
2615,0.88,0.6,4,224,2,0,0,sales,low,exist
2616,0.72,0.62,3,270,4,0,0,sales,low,exist
2617,0.88,0.51,4,139,3,0,0,sales,low,exist
2618,0.71,0.51,3,248,4,0,0,sales,low,exist
2619,0.6,0.85,3,172,2,0,0,sales,low,exist
2620,0.88,0.86,4,224,3,1,0,sales,low,exist
2621,0.55,0.72,5,232,4,0,0,sales,low,exist
2622,0.85,0.55,4,260,2,1,0,sales,low,exist
2623,0.84,0.51,2,117,4,0,0,accounting,low,exist
2624,0.91,0.61,4,243,2,1,0,accounting,low,exist
2625,0.82,0.62,4,202,2,0,0,accounting,low,exist
2626,0.6,0.91,2,168,4,0,0,hr,low,exist
2627,0.89,0.71,5,194,3,0,0,hr,low,exist
2628,0.6,0.97,4,219,4,1,0,hr,low,exist
2629,0.64,0.52,4,207,3,0,0,hr,low,exist
2630,0.93,0.88,4,177,3,0,0,technical,low,exist
2631,0.81,0.99,3,239,2,1,0,technical,low,exist
2632,0.31,0.49,4,165,3,1,0,technical,low,exist
2633,0.68,0.69,4,225,2,0,0,technical,low,exist
2634,0.78,0.59,3,212,2,0,0,technical,low,exist
2635,0.44,0.42,4,159,4,0,0,technical,medium,exist
2636,0.64,0.93,4,233,2,1,0,technical,medium,exist
2637,0.81,0.63,4,108,6,0,0,technical,medium,exist
2638,0.5,0.49,3,214,3,0,0,technical,medium,exist
2639,0.69,0.61,5,229,3,0,0,technical,medium,exist
2640,0.77,0.75,4,223,3,0,0,technical,medium,exist
2641,0.69,0.56,4,178,3,0,0,support,medium,exist
2642,0.87,0.68,4,246,2,0,0,support,medium,exist
2643,0.85,0.91,4,145,3,0,0,support,medium,exist
2644,0.83,0.83,4,224,4,0,0,support,medium,exist
2645,0.68,0.51,3,259,3,0,0,support,medium,exist
2646,0.78,0.65,4,207,2,0,0,support,medium,exist
2647,0.78,0.89,3,253,3,0,0,support,high,exist
2648,0.93,0.68,4,196,2,1,0,support,low,exist
2649,0.54,0.75,3,240,3,0,0,support,medium,exist
2650,0.76,0.56,3,255,3,0,0,support,medium,exist
2651,0.4,0.72,3,139,2,0,0,support,medium,exist
2652,0.73,0.81,3,168,2,0,0,technical,medium,exist
2653,0.86,0.98,5,233,3,0,0,technical,low,exist
2654,0.38,0.68,5,211,6,0,0,technical,low,exist
2655,0.71,0.48,5,114,3,0,0,management,low,exist
2656,0.58,0.97,5,202,2,0,0,IT,low,exist
2657,0.67,0.59,3,177,3,1,0,IT,low,exist
2658,0.55,0.76,4,233,4,0,0,IT,low,exist
2659,0.76,0.98,2,111,2,0,0,IT,low,exist
2660,0.7,0.82,3,178,3,0,0,IT,low,exist
2661,0.66,0.46,4,204,4,0,0,product_mng,low,exist
2662,0.96,0.72,3,272,3,0,0,product_mng,low,exist
2663,0.6,0.77,4,157,4,0,0,product_mng,low,exist
2664,0.54,0.94,5,229,3,1,0,product_mng,low,exist
2665,0.85,0.9,5,202,3,0,0,IT,low,exist
2666,0.96,0.84,3,264,3,0,0,RandD,low,exist
2667,0.86,0.62,3,256,3,1,0,RandD,low,exist
2668,0.53,0.87,3,151,2,0,0,RandD,low,exist
2669,0.91,0.95,3,251,3,0,0,RandD,low,exist
2670,0.33,0.7,5,271,4,0,0,RandD,low,exist
2671,0.75,0.73,4,274,2,0,0,RandD,low,exist
2672,0.97,0.8,3,169,3,0,0,marketing,low,exist
2673,0.68,0.51,4,176,4,1,0,sales,low,exist
2674,0.68,0.7,5,168,2,0,0,accounting,medium,exist
2675,0.57,0.87,4,171,2,0,0,support,medium,exist
2676,0.87,0.9,4,214,3,0,0,technical,medium,exist
2677,0.5,0.91,5,224,2,1,0,management,medium,exist
2678,0.76,0.59,3,191,4,0,0,marketing,medium,exist
2679,0.79,0.61,5,96,4,0,0,marketing,medium,exist
2680,0.17,0.9,6,217,6,1,0,marketing,medium,exist
2681,0.6,0.62,4,135,2,1,0,sales,medium,exist
2682,0.89,0.67,3,226,3,0,0,sales,medium,exist
2683,0.69,0.87,3,202,2,0,0,sales,medium,exist
2684,0.68,0.85,2,180,6,0,0,sales,medium,exist
2685,0.61,0.87,5,174,4,0,0,sales,medium,exist
2686,0.63,0.5,3,140,2,0,0,sales,high,exist
2687,0.5,0.96,4,147,3,0,0,sales,low,exist
2688,0.49,0.74,2,263,3,1,0,sales,medium,exist
2689,0.83,0.55,5,261,5,0,0,sales,medium,exist
2690,0.59,0.71,2,176,2,1,0,sales,medium,exist
2691,0.75,0.93,2,98,5,0,0,sales,medium,exist
2692,0.66,0.48,3,192,3,1,0,sales,low,exist
2693,0.68,0.51,4,157,3,0,0,sales,low,exist
2694,0.73,0.58,5,230,3,0,0,sales,low,exist
2695,0.98,0.53,4,192,2,1,0,sales,low,exist
2696,0.86,0.65,3,161,3,0,0,sales,low,exist
2697,0.5,0.55,3,176,3,0,0,sales,low,exist
2698,0.76,0.76,3,216,3,0,0,sales,low,exist
2699,0.3,0.47,4,176,2,0,0,sales,low,exist
2700,0.3,0.86,3,276,5,1,0,accounting,low,exist
2701,0.64,0.59,3,174,3,1,0,accounting,low,exist
2702,0.59,0.75,3,106,2,0,0,accounting,low,exist
2703,0.85,0.63,4,154,3,0,0,hr,low,exist
2704,0.76,0.93,3,271,5,0,0,hr,low,exist
2705,0.63,0.5,5,246,2,0,0,hr,low,exist
2706,0.65,0.86,4,264,2,1,0,hr,low,exist
2707,0.43,0.68,3,197,2,0,0,technical,low,exist
2708,0.83,0.56,4,165,2,0,0,technical,low,exist
2709,0.49,0.77,4,218,2,0,0,technical,low,exist
2710,0.67,0.73,3,203,2,0,0,technical,low,exist
2711,0.9,0.47,2,107,6,1,0,technical,low,exist
2712,0.83,0.96,3,179,2,0,0,technical,low,exist
2713,0.92,0.84,5,264,3,0,0,technical,medium,exist
2714,0.83,0.7,5,154,3,0,0,technical,medium,exist
2715,0.64,0.55,4,167,3,1,0,technical,medium,exist
2716,0.93,0.97,4,158,3,1,0,technical,medium,exist
2717,0.6,0.87,4,227,3,1,0,technical,medium,exist
2718,0.74,0.69,3,230,2,0,0,support,medium,exist
2719,0.56,0.75,5,143,5,0,0,support,medium,exist
2720,0.61,0.77,4,142,3,0,0,support,medium,exist
2721,0.63,0.62,4,184,4,0,0,support,medium,exist
2722,0.24,0.62,5,169,4,0,0,support,medium,exist
2723,0.17,0.56,5,218,4,1,0,support,medium,exist
2724,0.46,0.64,2,121,3,0,0,support,medium,exist
2725,0.68,0.48,4,251,4,0,0,support,high,exist
2726,0.68,0.6,2,192,6,0,0,support,low,exist
2727,0.16,0.71,6,227,5,0,0,support,medium,exist
2728,0.15,0.56,6,140,5,0,0,support,medium,exist
2729,0.55,0.49,3,152,2,0,0,technical,medium,exist
2730,0.72,0.66,4,202,4,0,0,technical,medium,exist
2731,0.91,0.89,2,219,4,0,0,technical,low,exist
2732,0.3,0.91,4,248,4,0,0,management,low,exist
2733,0.56,0.68,5,203,2,0,0,IT,low,exist
2734,0.94,0.94,3,255,3,0,0,IT,low,exist
2735,0.82,0.63,5,177,3,0,0,IT,low,exist
2736,0.66,0.86,5,185,3,0,0,IT,low,exist
2737,0.74,0.64,4,101,6,1,0,IT,low,exist
2738,0.63,0.5,3,246,3,0,0,product_mng,low,exist
2739,0.65,0.42,6,220,2,0,0,product_mng,low,exist
2740,0.56,0.81,3,145,2,0,0,product_mng,low,exist
2741,0.32,0.73,6,194,5,0,0,product_mng,low,exist
2742,0.8,0.9,4,241,2,0,0,IT,low,exist
2743,0.34,0.87,6,175,4,0,0,RandD,low,exist
2744,0.62,0.71,5,149,2,0,0,RandD,low,exist
2745,0.5,0.86,3,253,2,0,0,RandD,low,exist
2746,0.58,0.98,5,218,3,0,0,RandD,low,exist
2747,0.94,0.9,2,263,3,0,0,RandD,low,exist
2748,0.67,0.99,4,247,3,1,0,RandD,low,exist
2749,0.2,0.74,6,148,4,0,0,marketing,low,exist
2750,0.91,0.59,5,162,2,0,0,sales,low,exist
2751,0.91,0.67,2,255,4,0,0,accounting,low,exist
2752,0.78,0.87,3,191,3,1,0,support,medium,exist
2753,0.82,0.55,3,217,4,1,0,technical,medium,exist
2754,0.54,0.96,3,201,3,0,0,management,medium,exist
2755,0.53,0.81,3,253,3,0,0,marketing,medium,exist
2756,0.47,0.55,4,122,5,1,0,marketing,medium,exist
2757,0.87,0.5,3,269,3,0,0,marketing,medium,exist
2758,0.5,0.68,4,161,3,0,0,sales,medium,exist
2759,0.59,0.83,3,156,2,0,0,sales,medium,exist
2760,0.89,0.69,3,173,3,0,0,sales,medium,exist
2761,0.54,0.49,4,152,3,1,0,sales,medium,exist
2762,0.62,0.85,3,145,3,0,0,sales,medium,exist
2763,0.91,0.85,3,248,3,0,0,sales,medium,exist
2764,0.84,0.99,2,184,2,0,0,sales,high,exist
2765,0.69,0.65,4,232,2,1,0,sales,low,exist
2766,0.76,0.63,3,162,2,0,0,sales,medium,exist
2767,0.8,0.54,4,269,3,0,0,sales,medium,exist
2768,0.4,0.47,5,108,3,0,0,sales,medium,exist
2769,0.8,0.99,3,248,3,1,0,sales,medium,exist
2770,0.76,0.4,2,122,5,0,0,sales,low,exist
2771,0.55,0.9,4,273,2,1,0,sales,low,exist
2772,0.98,0.63,3,285,6,0,0,sales,low,exist
2773,0.54,0.56,4,227,3,0,0,sales,low,exist
2774,0.63,0.56,4,248,2,1,0,sales,low,exist
2775,0.88,0.63,3,257,3,0,0,sales,low,exist
2776,0.5,0.95,5,194,3,0,0,sales,low,exist
2777,0.52,0.72,3,253,3,0,0,accounting,low,exist
2778,0.89,0.95,4,141,3,0,0,accounting,low,exist
2779,0.55,0.9,4,199,3,0,0,accounting,low,exist
2780,0.51,0.81,3,143,2,0,0,hr,low,exist
2781,0.35,0.52,5,244,3,0,0,hr,low,exist
2782,0.54,0.71,5,173,2,0,0,hr,low,exist
2783,0.72,0.84,4,186,3,0,0,hr,low,exist
2784,0.61,0.93,2,247,3,0,0,technical,low,exist
2785,0.17,0.93,3,218,4,0,0,technical,low,exist
2786,0.71,0.88,3,140,2,0,0,technical,low,exist
2787,0.88,0.52,4,166,2,0,0,technical,low,exist
2788,0.48,1.0,3,216,2,0,0,technical,low,exist
2789,0.16,0.97,6,235,3,0,0,technical,low,exist
2790,0.62,0.72,3,188,3,0,0,technical,low,exist
2791,0.59,0.47,3,143,2,0,0,technical,medium,exist
2792,0.14,0.9,4,198,4,0,0,technical,medium,exist
2793,0.96,0.92,4,148,3,0,0,technical,medium,exist
2794,0.96,0.42,6,101,4,0,0,technical,medium,exist
2795,0.13,0.89,4,249,6,1,0,support,medium,exist
2796,0.64,0.61,5,249,3,1,0,support,medium,exist
2797,0.64,0.67,5,198,2,1,0,support,medium,exist
2798,0.57,0.72,3,202,3,1,0,support,medium,exist
2799,0.49,1.0,3,176,3,0,0,support,medium,exist
2800,0.89,0.79,4,133,2,0,0,support,medium,exist
2801,0.94,0.75,5,238,2,0,0,support,medium,exist
2802,0.51,0.58,2,181,4,0,0,support,medium,exist
2803,0.8,0.85,5,242,3,0,0,support,high,exist
2804,0.74,0.51,4,185,2,1,0,support,low,exist
2805,0.66,0.85,4,237,3,1,0,support,medium,exist
2806,0.66,0.99,5,244,3,0,0,technical,medium,exist
2807,0.59,0.62,3,178,4,0,0,technical,medium,exist
2808,0.91,0.57,3,164,3,0,0,technical,medium,exist
2809,0.83,0.98,5,189,4,1,0,management,low,exist
2810,0.5,0.91,3,212,2,0,0,IT,low,exist
2811,0.69,0.97,4,233,3,0,0,IT,low,exist
2812,0.87,0.91,5,268,3,0,0,IT,low,exist
2813,0.37,0.43,2,155,2,0,0,IT,low,exist
2814,0.9,0.98,4,257,3,0,0,IT,low,exist
2815,0.68,0.41,4,254,5,0,0,product_mng,low,exist
2816,0.93,0.63,4,143,3,1,0,product_mng,low,exist
2817,0.95,0.45,3,225,2,0,0,product_mng,low,exist
2818,0.99,1.0,4,223,2,1,0,product_mng,low,exist
2819,0.64,0.9,2,101,6,0,0,IT,low,exist
2820,0.96,0.37,2,159,6,0,0,RandD,low,exist
2821,0.92,0.54,5,141,2,0,0,RandD,low,exist
2822,0.22,0.52,5,147,5,1,0,RandD,low,exist
2823,0.82,0.99,5,252,3,1,0,RandD,low,exist
2824,0.75,0.89,3,196,3,0,0,RandD,low,exist
2825,0.2,0.89,6,244,3,0,0,RandD,low,exist
2826,0.64,0.73,3,142,3,0,0,marketing,low,exist
2827,0.62,0.9,4,155,4,0,0,sales,low,exist
2828,0.73,0.59,3,219,2,0,0,accounting,low,exist
2829,0.52,0.51,3,213,4,0,0,support,low,exist
2830,0.63,0.67,5,263,3,0,0,technical,medium,exist
2831,0.84,0.92,4,274,3,0,0,management,medium,exist
2832,0.49,0.96,3,140,3,0,0,marketing,medium,exist
2833,0.54,0.78,4,176,2,0,0,marketing,medium,exist
2834,0.52,0.78,4,206,2,0,0,marketing,medium,exist
2835,0.66,0.63,6,223,6,0,0,sales,medium,exist
2836,0.73,0.41,2,231,6,1,0,sales,medium,exist
2837,0.54,0.64,3,250,3,0,0,sales,medium,exist
2838,0.72,0.68,5,266,4,0,0,sales,medium,exist
2839,0.75,0.64,4,247,3,1,0,sales,medium,exist
2840,0.77,0.57,3,189,2,0,0,sales,medium,exist
2841,0.42,0.94,5,227,5,0,0,sales,medium,exist
2842,0.13,0.69,4,127,4,0,0,sales,high,exist
2843,0.73,0.88,5,204,5,0,0,sales,low,exist
2844,0.5,0.95,5,137,3,0,0,sales,medium,exist
2845,0.92,0.62,4,265,3,1,0,sales,medium,exist
2846,0.73,0.66,3,135,2,0,0,sales,medium,exist
2847,0.74,0.38,2,126,3,0,0,sales,medium,exist
2848,0.76,0.78,3,189,2,0,0,sales,low,exist
2849,0.53,0.92,3,207,4,1,0,sales,low,exist
2850,0.65,0.72,3,134,3,0,0,sales,low,exist
2851,0.91,0.85,4,203,2,0,0,sales,low,exist
2852,0.69,0.76,5,222,3,1,0,sales,low,exist
2853,0.56,0.66,3,232,2,0,0,sales,low,exist
2854,0.55,0.81,4,267,5,0,0,accounting,low,exist
2855,0.74,0.5,5,131,3,0,0,accounting,low,exist
2856,0.86,0.86,3,155,4,0,0,accounting,low,exist
2857,0.82,0.74,3,232,3,0,0,hr,low,exist
2858,0.35,0.8,3,137,5,0,0,hr,low,exist
2859,0.93,0.99,4,136,4,0,0,hr,low,exist
2860,0.55,0.77,3,237,2,0,0,hr,low,exist
2861,0.99,0.68,4,190,3,0,0,technical,low,exist
2862,0.91,0.89,4,144,3,1,0,technical,low,exist
2863,0.24,0.65,6,194,3,0,0,technical,low,exist
2864,0.77,0.67,3,186,2,0,0,technical,low,exist
2865,0.64,0.66,3,218,3,0,0,technical,low,exist
2866,0.58,0.76,5,260,2,1,0,technical,low,exist
2867,0.65,0.99,4,200,4,0,0,technical,low,exist
2868,0.44,0.68,3,140,3,0,0,technical,low,exist
2869,0.59,0.75,2,156,3,0,0,technical,medium,exist
2870,0.99,0.56,3,193,3,1,0,technical,medium,exist
2871,0.75,0.79,4,145,3,0,0,technical,medium,exist
2872,0.77,0.49,4,217,2,0,0,support,medium,exist
2873,0.85,0.64,4,162,3,0,0,support,medium,exist
2874,0.77,0.93,5,182,4,0,0,support,medium,exist
2875,0.54,0.95,3,221,3,0,0,support,medium,exist
2876,0.69,0.82,4,208,2,0,0,support,medium,exist
2877,0.66,0.65,5,161,3,0,0,support,medium,exist
2878,0.51,0.65,4,269,3,0,0,support,medium,exist
2879,0.74,0.59,4,155,3,0,0,support,medium,exist
2880,0.55,0.72,3,110,3,0,0,support,medium,exist
2881,0.65,0.84,3,154,3,0,0,support,high,exist
2882,0.2,0.77,6,213,4,0,0,support,low,exist
2883,0.92,0.94,5,248,3,0,0,technical,medium,exist
2884,0.57,0.6,3,202,3,0,0,technical,medium,exist
2885,0.75,0.78,2,251,6,0,0,technical,medium,exist
2886,0.68,0.84,3,239,2,0,0,management,medium,exist
2887,0.97,0.7,3,203,3,0,0,IT,low,exist
2888,0.79,0.48,4,184,5,1,0,IT,low,exist
2889,0.66,0.75,4,203,3,1,0,IT,low,exist
2890,0.96,0.69,3,214,2,1,0,IT,low,exist
2891,0.73,0.69,4,161,3,0,0,IT,low,exist
2892,0.29,0.58,5,234,2,0,0,product_mng,low,exist
2893,0.58,0.56,3,151,2,0,0,product_mng,low,exist
2894,0.72,0.58,4,149,3,0,0,product_mng,low,exist
2895,0.94,0.87,4,240,3,0,0,product_mng,low,exist
2896,0.48,0.56,5,140,2,0,0,IT,low,exist
2897,0.6,0.99,3,187,2,0,0,RandD,low,exist
2898,0.97,0.58,5,156,2,1,0,RandD,low,exist
2899,0.74,0.41,4,250,4,0,0,RandD,low,exist
2900,0.97,0.61,3,165,2,0,0,RandD,low,exist
2901,0.88,0.67,5,260,3,1,0,RandD,low,exist
2902,0.5,0.7,3,274,3,0,0,marketing,low,exist
2903,0.93,0.98,4,160,3,0,0,sales,low,exist
2904,0.3,0.7,5,280,4,1,0,accounting,low,exist
2905,0.69,0.53,3,142,3,0,0,support,low,exist
2906,0.69,0.9,2,155,2,0,0,technical,low,exist
2907,0.53,0.67,4,167,2,0,0,management,low,exist
2908,0.32,0.8,3,263,3,0,0,marketing,medium,exist
2909,0.73,0.75,3,259,4,0,0,marketing,medium,exist
2910,0.77,0.61,4,223,3,0,0,marketing,medium,exist
2911,0.59,0.81,6,123,5,0,0,sales,medium,exist
2912,0.19,0.51,5,226,3,0,0,sales,medium,exist
2913,0.78,0.95,3,270,2,0,0,sales,medium,exist
2914,0.84,0.74,3,139,3,0,0,sales,medium,exist
2915,0.65,0.77,5,241,2,0,0,sales,medium,exist
2916,0.38,0.43,2,160,6,0,0,sales,medium,exist
2917,0.12,0.47,3,258,5,0,0,sales,medium,exist
2918,0.74,0.81,5,106,5,0,0,sales,medium,exist
2919,0.67,0.82,4,171,2,0,0,sales,medium,exist
2920,0.5,0.79,3,186,3,0,0,sales,high,exist
2921,0.99,0.39,6,214,5,1,0,sales,low,exist
2922,0.79,0.89,4,240,3,0,0,sales,medium,exist
2923,0.72,0.51,4,164,3,0,0,sales,medium,exist
2924,0.83,0.57,4,232,3,0,0,sales,medium,exist
2925,0.69,0.55,5,242,2,0,0,sales,medium,exist
2926,0.5,0.89,5,222,3,0,0,sales,low,exist
2927,0.82,0.84,3,139,2,1,0,sales,low,exist
2928,0.68,0.56,4,272,3,0,0,sales,low,exist
2929,0.82,0.69,4,262,2,0,0,sales,low,exist
2930,0.32,0.81,2,249,3,0,0,accounting,low,exist
2931,0.93,0.86,4,219,3,0,0,accounting,low,exist
2932,0.42,0.73,4,208,5,0,0,accounting,low,exist
2933,0.22,0.44,3,166,6,0,0,hr,low,exist
2934,0.56,0.88,3,174,3,0,0,hr,low,exist
2935,0.77,0.75,4,225,3,0,0,hr,low,exist
2936,0.29,0.48,2,116,6,1,0,hr,low,exist
2937,0.97,0.65,3,219,2,0,0,technical,low,exist
2938,0.91,0.7,4,196,2,0,0,technical,low,exist
2939,0.52,0.67,4,210,3,1,0,technical,low,exist
2940,0.54,0.64,2,219,3,0,0,technical,low,exist
2941,0.54,0.98,3,197,3,0,0,technical,low,exist
2942,0.67,0.52,2,102,6,0,0,technical,low,exist
